ensg,abundance
ENSG00000241413,40887
ENSG00000249094,51913
ENSG00000139437,27581931
ENSG00000139436,60366116
ENSG00000277299,122721
ENSG00000280426,250699
ENSG00000076513,70377895
ENSG00000174456,24641685
ENSG00000277595,460641
ENSG00000279360,110724
ENSG00000122970,20312878
ENSG00000174437,516619231
ENSG00000276956,1097
ENSG00000196510,51183740
ENSG00000258011,26826
ENSG00000111229,129703250
ENSG00000111231,17058735
ENSG00000241680,125777
ENSG00000204856,8579682
ENSG00000111237,49381196
ENSG00000278993,719825
ENSG00000151164,1523109
ENSG00000196850,63644970
ENSG00000204852,19524450
ENSG00000263537,765
ENSG00000122986,7640332
ENSG00000186298,113665565
ENSG00000279925,2508
ENSG00000257268,8398
ENSG00000241286,5561
ENSG00000173093,875477
ENSG00000111245,555633229
ENSG00000185847,3019146
ENSG00000258240,103573
ENSG00000111249,5722875
ENSG00000273700,67
ENSG00000253080,318
ENSG00000198324,18889488
ENSG00000257595,105269
ENSG00000257539,40871
ENSG00000111252,45541664
ENSG00000204842,59657529
ENSG00000272215,52
ENSG00000238168,20911
ENSG00000258099,146230
ENSG00000089234,26387735
ENSG00000258359,139770
ENSG00000111271,29431833
ENSG00000111275,278913057
ENSG00000274697,516
ENSG00000234608,14909926
ENSG00000089022,33851771
ENSG00000244060,36310
ENSG00000226469,428507
ENSG00000198270,10420337
ENSG00000258373,16674
ENSG00000257624,19477
ENSG00000089248,86715863
ENSG00000274227,28056
ENSG00000111300,34681907
ENSG00000266370,1408
ENSG00000258323,9903
ENSG00000200688,777
ENSG00000135148,44499594
ENSG00000200135,11666
ENSG00000173064,117516228
ENSG00000283793,84
ENSG00000257494,8184
ENSG00000201428,6816
ENSG00000213152,76194
ENSG00000257658,3186
ENSG00000089009,526664525
ENSG00000179295,155702052
ENSG00000089169,30083946
ENSG00000283507,39
ENSG00000089127,17272694
ENSG00000257452,14318
ENSG00000111331,30256528
ENSG00000111335,24034546
ENSG00000258159,2483
ENSG00000242461,460
ENSG00000135144,20631488
ENSG00000111344,14535097
ENSG00000186710,652485
ENSG00000199899,12774
ENSG00000123064,51036310
ENSG00000201208,8511
ENSG00000139405,14500478
ENSG00000166578,3148922
ENSG00000186815,133476915
ENSG00000277566,294013
ENSG00000274822,4980
ENSG00000089060,45613111
ENSG00000151176,87925510
ENSG00000135094,13567597
ENSG00000139410,6826770
ENSG00000089116,298031
ENSG00000257935,132089
ENSG00000249550,324384
ENSG00000257231,60266
ENSG00000122965,46731602
ENSG00000257359,6478
ENSG00000257603,85775
ENSG00000257997,31327
ENSG00000257300,344
ENSG00000257915,2934
ENSG00000257476,22261
ENSG00000089225,10930177
ENSG00000255399,4156427
ENSG00000222982,106
ENSG00000255830,143
ENSG00000258244,1776
ENSG00000258254,67503
ENSG00000199220,35
ENSG00000135111,58470970
ENSG00000257817,93725
ENSG00000252459,137
ENSG00000257517,8944
ENSG00000283459,42901
ENSG00000274879,7840
ENSG00000257958,7682
ENSG00000257519,9588
ENSG00000271579,1043453
ENSG00000276308,63292
ENSG00000276972,40151
ENSG00000257726,6804
ENSG00000258108,4400
ENSG00000258280,1567
ENSG00000257407,17639
ENSG00000241656,1529
ENSG00000240205,790
ENSG00000257781,2324
ENSG00000257683,10601
ENSG00000200112,5
ENSG00000123066,122331257
ENSG00000258034,39319
ENSG00000200665,703
ENSG00000207967,100
ENSG00000257979,6331
ENSG00000258337,9921
ENSG00000258346,6903
ENSG00000264037,161
ENSG00000258018,8025
ENSG00000196668,3111514
ENSG00000258102,822121
ENSG00000275898,298062
ENSG00000258249,46735
ENSG00000257883,53236
ENSG00000257654,10632
ENSG00000111412,33443096
ENSG00000135119,5808089
ENSG00000239374,57785
ENSG00000201382,722
ENSG00000275467,7944
ENSG00000135116,2066044
ENSG00000240100,5004
ENSG00000174989,16410143
ENSG00000274554,210301
ENSG00000257279,441413
ENSG00000277840,243345
ENSG00000088992,15083965
ENSG00000258285,157815
ENSG00000135108,60559889
ENSG00000089250,12515056
ENSG00000257465,2320
ENSG00000171435,8457720
ENSG00000256071,8599
ENSG00000111445,9469345
ENSG00000277873,174175
ENSG00000176871,70449497
ENSG00000276292,65044
ENSG00000176834,21289547
ENSG00000274859,19
ENSG00000089220,402068553
ENSG00000135090,48288996
ENSG00000240342,97318985
ENSG00000270482,150963
ENSG00000111707,52074023
ENSG00000275759,795989
ENSG00000275409,562734
ENSG00000255714,11367
ENSG00000241590,582
ENSG00000256750,98958
ENSG00000255618,269133
ENSG00000255814,23255
ENSG00000199809,97
ENSG00000256149,1262
ENSG00000201042,68
ENSG00000139767,14204366
ENSG00000244112,2264
ENSG00000256031,19482
ENSG00000257095,39155
ENSG00000256884,38589
ENSG00000152137,209411969
ENSG00000256609,114908
ENSG00000213144,3501072
ENSG00000256311,14721
ENSG00000281196,34463
ENSG00000183273,876095
ENSG00000248636,353084
ENSG00000224982,7033767
ENSG00000252886,18494
ENSG00000111725,33917849
ENSG00000122966,35714805
ENSG00000255692,17638
ENSG00000283768,141
ENSG00000226729,693
ENSG00000135127,33684539
ENSG00000278250,6047
ENSG00000255575,1310
ENSG00000111737,53073577
ENSG00000277283,3669700
ENSG00000089154,126707110
ENSG00000266704,52
ENSG00000089157,1168722075
ENSG00000255857,2677374
ENSG00000089159,166098957
ENSG00000275936,274805
ENSG00000240925,17927
ENSG00000123009,222211
ENSG00000202538,171368
ENSG00000200795,34208
ENSG00000089163,1708313
ENSG00000252659,362
ENSG00000170890,143619191
ENSG00000135097,5235486
ENSG00000239881,84505
ENSG00000256695,5598
ENSG00000111775,85182852
ENSG00000170855,16390913
ENSG00000257218,35473543
ENSG00000219355,151833
ENSG00000111786,40117584
ENSG00000088986,148935803
ENSG00000248008,7498478
ENSG00000278344,45822
ENSG00000110871,22317780
ENSG00000222601,3176
ENSG00000241030,89865
ENSG00000022840,220330057
ENSG00000167272,15091874
ENSG00000242137,4538
ENSG00000256008,627899
ENSG00000157782,19252361
ENSG00000110917,129923004
ENSG00000277423,169100
ENSG00000276188,123624
ENSG00000175970,38729618
ENSG00000122971,41847282
ENSG00000255946,33784
ENSG00000157837,64527153
ENSG00000213137,18785
ENSG00000231313,85850
ENSG00000244585,44167
ENSG00000241388,465070
ENSG00000135100,809293
ENSG00000157895,14391739
ENSG00000135114,4393690
ENSG00000283542,13195
ENSG00000256963,3801
ENSG00000279001,18782
ENSG00000201945,2947
ENSG00000223538,8227
ENSG00000089041,18215190
ENSG00000257053,799
ENSG00000274029,419662
ENSG00000135124,19451880
ENSG00000110931,120791531
ENSG00000089053,124283383
ENSG00000258435,15181
ENSG00000170633,24468674
ENSG00000089094,30755500
ENSG00000284402,4535
ENSG00000256742,203431
ENSG00000252393,3254
ENSG00000276045,21867918
ENSG00000139714,3820933
ENSG00000188735,32006988
ENSG00000139725,2522852
ENSG00000212694,24276516
ENSG00000272849,2674870
ENSG00000274292,777686
ENSG00000139718,85373589
ENSG00000158104,16579331
ENSG00000256811,23709
ENSG00000278084,17089
ENSG00000110801,33130865
ENSG00000283389,3488
ENSG00000239082,49
ENSG00000158023,6406167
ENSG00000255856,13392
ENSG00000110987,19532972
ENSG00000256546,1264597
ENSG00000175727,185276626
ENSG00000158113,1610939
ENSG00000204671,7997
ENSG00000176383,1492854
ENSG00000184047,14351590
ENSG00000139719,23961532
ENSG00000280389,25085
ENSG00000130779,157671779
ENSG00000256304,955037
ENSG00000214760,20028
ENSG00000257097,84191
ENSG00000033030,30804547
ENSG00000252192,11704
ENSG00000275265,51190
ENSG00000111011,80213120
ENSG00000184445,19825732
ENSG00000255972,19
ENSG00000274191,168242
ENSG00000256249,59878
ENSG00000182782,11026657
ENSG00000255398,3019753
ENSG00000196917,2546975
ENSG00000256044,190
ENSG00000139726,44341991
ENSG00000206914,6470
ENSG00000130783,3236796
ENSG00000130787,98674371
ENSG00000139722,37708093
ENSG00000280138,15936679
ENSG00000150967,15030758
ENSG00000111325,10277024
ENSG00000182196,97558760
ENSG00000090975,51001688
ENSG00000265526,56
ENSG00000251497,289876
ENSG00000280381,156041
ENSG00000051825,13879349
ENSG00000280120,3152303
ENSG00000130921,17653629
ENSG00000235423,1511484
ENSG00000111328,43386379
ENSG00000269980,62017
ENSG00000199845,354
ENSG00000139697,55709179
ENSG00000207189,833
ENSG00000256092,2062401
ENSG00000183955,45014668
ENSG00000150977,31211545
ENSG00000270445,32848
ENSG00000184209,19422074
ENSG00000188026,18329978
ENSG00000274427,116342
ENSG00000278112,384967
ENSG00000266655,288
ENSG00000247373,3240576
ENSG00000086598,129335925
ENSG00000111364,19950614
ENSG00000206897,37049
ENSG00000111361,51550418
ENSG00000111358,20403802
ENSG00000279953,118173
ENSG00000278861,231327
ENSG00000168778,10997346
ENSG00000255839,0
ENSG00000185344,25748032
ENSG00000239215,6131
ENSG00000280300,307663
ENSG00000197653,2853671
ENSG00000119242,74984935
ENSG00000270028,1570641
ENSG00000250091,4243885
ENSG00000270130,159739
ENSG00000270048,71509
ENSG00000269997,243756
ENSG00000269938,157028
ENSG00000270061,152429
ENSG00000270095,63026
ENSG00000179195,115189821
ENSG00000256827,42311
ENSG00000275389,226529
ENSG00000178882,6209396
ENSG00000256596,236411
ENSG00000196498,219699219
ENSG00000275967,100
ENSG00000255965,5087
ENSG00000214650,402767
ENSG00000279527,51489
ENSG00000279071,87961
ENSG00000280354,10511
ENSG00000279121,23386
ENSG00000279334,12952
ENSG00000280097,9838
ENSG00000278973,30871
ENSG00000280444,16119
ENSG00000279087,4760
ENSG00000279931,7662
ENSG00000073060,92580304
ENSG00000252008,388
ENSG00000150991,703578198
ENSG00000265345,14588
ENSG00000241129,35896
ENSG00000150990,25249503
ENSG00000184992,14994428
ENSG00000256093,1424
ENSG00000081760,40548487
ENSG00000279233,4280313
ENSG00000256814,1831
ENSG00000280117,25007
ENSG00000139364,15265160
ENSG00000279462,2830
ENSG00000280125,535
ENSG00000280415,161576
ENSG00000271184,708
ENSG00000249267,497024
ENSG00000256276,40310
ENSG00000275212,124955
ENSG00000256342,91646
ENSG00000280364,2412
ENSG00000280398,16048
ENSG00000280272,5359
ENSG00000256763,16013
ENSG00000255595,526136
ENSG00000256494,17977
ENSG00000256927,13889
ENSG00000214043,146939
ENSG00000256125,3606
ENSG00000255853,12112
ENSG00000256310,15428
ENSG00000256732,100263
ENSG00000255900,145
ENSG00000255944,85
ENSG00000278866,1076
ENSG00000279171,9284
ENSG00000255998,48589
ENSG00000189238,1411939
ENSG00000256128,353568
ENSG00000255923,424
ENSG00000249873,254596
ENSG00000256286,22379
ENSG00000257021,228
ENSG00000249345,51813
ENSG00000256001,85124
ENSG00000278266,1207905
ENSG00000256292,26278
ENSG00000256496,3163
ENSG00000253089,60
ENSG00000256362,31258
ENSG00000256502,710
ENSG00000280024,161
ENSG00000279952,52367
ENSG00000255945,773
ENSG00000199584,30
ENSG00000257035,20771
ENSG00000256022,139236
ENSG00000256922,2386
ENSG00000279475,10086
ENSG00000255757,394
ENSG00000256597,31225
ENSG00000256193,771490
ENSG00000256971,2437
ENSG00000256643,68530
ENSG00000256551,140778
ENSG00000256659,53355
ENSG00000276487,84822
ENSG00000265061,19
ENSG00000181234,14567646
ENSG00000279180,5169
ENSG00000265635,55
ENSG00000257025,1683
ENSG00000256630,4699
ENSG00000139370,35908950
ENSG00000279500,808023
ENSG00000274695,95391
ENSG00000151948,16641264
ENSG00000255838,20804
ENSG00000256581,108877
ENSG00000151952,2202253
ENSG00000249196,42441
ENSG00000277217,212
ENSG00000256699,124382
ENSG00000280051,170
ENSG00000256085,1532
ENSG00000256137,649
ENSG00000280196,6324
ENSG00000251536,252872
ENSG00000261650,3822
ENSG00000214039,92163
ENSG00000256298,639
ENSG00000256906,255255
ENSG00000279193,8710
ENSG00000276122,36653
ENSG00000250208,4659109
ENSG00000111432,4324923
ENSG00000242963,1507
ENSG00000259862,32806
ENSG00000125207,4038415
ENSG00000279343,20492
ENSG00000279478,8344
ENSG00000060709,12388350
ENSG00000256064,41358
ENSG00000279905,270748
ENSG00000279146,21633
ENSG00000256725,80438
ENSG00000256343,47038
ENSG00000279650,7723
ENSG00000111450,34308238
ENSG00000256250,109311
ENSG00000256299,46883
ENSG00000222438,400
ENSG00000132341,159539773
ENSG00000206850,38
ENSG00000111452,40508547
ENSG00000279940,1123658
ENSG00000279976,89459
ENSG00000280200,365249
ENSG00000279581,171728
ENSG00000280002,272551
ENSG00000256151,105311
ENSG00000279128,317537
ENSG00000279993,192102
ENSG00000256810,45283
ENSG00000204603,92114
ENSG00000280217,40914
ENSG00000226356,33975
ENSG00000279746,58814
ENSG00000212251,135
ENSG00000230294,52972
ENSG00000256484,8712
ENSG00000280319,18682
ENSG00000275232,26571
ENSG00000256209,32763
ENSG00000279388,11110
ENSG00000255704,524
ENSG00000279455,19964
ENSG00000256258,8892
ENSG00000279153,8028
ENSG00000256424,9657
ENSG00000212154,424
ENSG00000249926,217523
ENSG00000243499,33015
ENSG00000061936,69360903
ENSG00000255933,131394
ENSG00000200516,434
ENSG00000200483,1230
ENSG00000198598,13388850
ENSG00000256955,175106
ENSG00000177169,133503977
ENSG00000279283,852580
ENSG00000255992,133420
ENSG00000177192,18082657
ENSG00000273568,472290
ENSG00000183495,80542574
ENSG00000208892,4929
ENSG00000274670,6779
ENSG00000185684,27902625
ENSG00000279640,140430
ENSG00000185163,39845547
ENSG00000184967,18785293
ENSG00000276693,10250
ENSG00000256576,1252738
ENSG00000256312,50665
ENSG00000182870,13454142
ENSG00000279480,99464
ENSG00000256943,778771
ENSG00000256542,915781
ENSG00000277011,294630
ENSG00000255916,277857
ENSG00000279113,360791
ENSG00000279704,1202
ENSG00000279023,7069
ENSG00000280150,10614
ENSG00000274373,226933
ENSG00000256783,5835
ENSG00000256875,12089
ENSG00000112787,87045599
ENSG00000280287,4062415
ENSG00000279700,1836544
ENSG00000277052,321
ENSG00000277186,78361
ENSG00000204583,615544
ENSG00000187848,1915343
ENSG00000280311,29144
ENSG00000177084,61641259
ENSG00000176894,14810705
ENSG00000247077,26962803
ENSG00000201469,2145
ENSG00000176915,81937423
ENSG00000256108,43916
ENSG00000090615,99781495
ENSG00000232888,722600
ENSG00000072609,38888064
ENSG00000278949,754714
ENSG00000236617,144111
ENSG00000255703,10791
ENSG00000250790,1006350
ENSG00000196458,24490268
ENSG00000256563,23732
ENSG00000198393,19571924
ENSG00000252269,2348
ENSG00000246394,97059
ENSG00000255807,23529
ENSG00000198040,40214186
ENSG00000279466,5898
ENSG00000279817,27657
ENSG00000196387,12621763
ENSG00000214029,9166540
ENSG00000271963,16758
ENSG00000240991,40253
ENSG00000256223,22559857
ENSG00000090612,15554737
ENSG00000255919,1118
ENSG00000227059,259758
ENSG00000239190,53
ENSG00000238443,49
ENSG00000279924,55158
ENSG00000279516,168516
ENSG00000279081,16758
ENSG00000280208,288546
ENSG00000279124,51561
ENSG00000279730,70843
ENSG00000279231,1291
ENSG00000268486,24270
ENSG00000276183,160
ENSG00000215604,675
ENSG00000270496,275
ENSG00000231238,1128
ENSG00000233905,386
ENSG00000229788,283
ENSG00000235876,8578
ENSG00000231914,543
ENSG00000226361,19421
ENSG00000228797,51811
ENSG00000230931,823
ENSG00000204718,4835
ENSG00000227784,136
ENSG00000244155,303154
ENSG00000227568,44003
ENSG00000225016,831
ENSG00000206192,161696
ENSG00000242756,20896
ENSG00000223024,35
ENSG00000206787,29
ENSG00000235500,11337
ENSG00000226250,46357
ENSG00000231358,10962
ENSG00000226057,782696
ENSG00000232685,873565
ENSG00000229375,18234
ENSG00000187721,7016
ENSG00000226619,281
ENSG00000252287,24
ENSG00000224778,9116
ENSG00000234894,2156
ENSG00000229147,7409
ENSG00000278337,364
ENSG00000198033,13390653
ENSG00000121388,104433
ENSG00000227879,248144
ENSG00000232243,35803
ENSG00000237636,194567
ENSG00000215349,31093
ENSG00000236834,72765
ENSG00000224976,75368
ENSG00000231184,22695
ENSG00000229791,11462
ENSG00000237164,269
ENSG00000132958,588032
ENSG00000223625,2812
ENSG00000232894,36102
ENSG00000215572,47165
ENSG00000238132,65714
ENSG00000225316,4531
ENSG00000196199,92765927
ENSG00000226352,553878
ENSG00000121390,32574202
ENSG00000275014,2392
ENSG00000233469,275511
ENSG00000132950,17244793
ENSG00000223576,23401
ENSG00000275964,2755971
ENSG00000121741,92058889
ENSG00000237672,364549
ENSG00000279951,135720
ENSG00000236076,10983
ENSG00000121743,1177705
ENSG00000226633,9068
ENSG00000260131,5110
ENSG00000165474,61396871
ENSG00000279065,31377
ENSG00000121742,24744904
ENSG00000165475,37176799
ENSG00000263978,111
ENSG00000277020,319242
ENSG00000032742,16754064
ENSG00000238286,172840
ENSG00000222726,28792
ENSG00000278291,893776
ENSG00000172458,16665012
ENSG00000279135,426638
ENSG00000150456,5516127
ENSG00000233524,19373
ENSG00000275485,183123
ENSG00000132953,36911600
ENSG00000236704,3276
ENSG00000233780,12385
ENSG00000234363,301
ENSG00000213621,242895
ENSG00000150457,47528719
ENSG00000233851,6855
ENSG00000201821,1348
ENSG00000180172,77804
ENSG00000225585,1364
ENSG00000275689,62
ENSG00000252128,33
ENSG00000150459,108456699
ENSG00000165480,2260871
ENSG00000173141,30433609
ENSG00000271250,176
ENSG00000233405,12371
ENSG00000235438,136927
ENSG00000233325,481475
ENSG00000224429,600527
ENSG00000215571,233050
ENSG00000235076,165617
ENSG00000222747,1487
ENSG00000180776,51097297
ENSG00000236953,109334
ENSG00000226908,9499
ENSG00000165487,38843012
ENSG00000230022,28643
ENSG00000207518,457
ENSG00000226525,388914
ENSG00000102678,4648302
ENSG00000244197,208
ENSG00000226722,52100
ENSG00000276476,369273
ENSG00000237175,481
ENSG00000226118,257
ENSG00000232187,1031964
ENSG00000225777,1514
ENSG00000253094,14
ENSG00000237952,2145
ENSG00000226507,3613
ENSG00000231650,2583
ENSG00000262619,86400
ENSG00000230535,11944
ENSG00000234685,43545
ENSG00000262198,6351
ENSG00000283075,116628
ENSG00000233440,558
ENSG00000207157,79
ENSG00000229483,7021
ENSG00000102683,7335277
ENSG00000252952,638
ENSG00000235205,194863
ENSG00000236803,2438
ENSG00000151835,47176384
ENSG00000232163,15283
ENSG00000229558,247416
ENSG00000232977,825289
ENSG00000227893,1355
ENSG00000127863,24694658
ENSG00000027001,15529842
ENSG00000232102,2529
ENSG00000205861,94520
ENSG00000205863,431446
ENSG00000196593,1313986
ENSG00000182957,55820552
ENSG00000228741,100557
ENSG00000225674,56489
ENSG00000252695,487
ENSG00000227213,5044
ENSG00000240654,633620
ENSG00000240868,9459
ENSG00000277040,4341
ENSG00000234627,4596
ENSG00000261498,5919
ENSG00000233545,1108
ENSG00000205822,659122
ENSG00000102699,60809601
ENSG00000244615,49839
ENSG00000075673,1759297
ENSG00000207474,91
ENSG00000225404,1450
ENSG00000231417,8517
ENSG00000226695,174675
ENSG00000132972,1941939
ENSG00000151849,17628092
ENSG00000253771,795783
ENSG00000273628,148765
ENSG00000251299,13879
ENSG00000232858,116859
ENSG00000269099,2243
ENSG00000276958,2095
ENSG00000151846,2151370
ENSG00000279695,1290
ENSG00000165566,25758336
ENSG00000234056,276206
ENSG00000238169,12654
ENSG00000279550,4032
ENSG00000225105,5664
ENSG00000235315,6492
ENSG00000139505,36987922
ENSG00000260509,208797
ENSG00000139496,50577299
ENSG00000234152,23149
ENSG00000132932,14222323
ENSG00000199767,74
ENSG00000180803,5924
ENSG00000242381,797
ENSG00000223158,119
ENSG00000180730,2460660
ENSG00000231983,25509
ENSG00000233963,4664
ENSG00000234706,647
ENSG00000127870,32136310
ENSG00000277368,35057
ENSG00000271559,686
ENSG00000227882,4163
ENSG00000132964,16411090
ENSG00000278413,5403
ENSG00000132970,56191650
ENSG00000234031,46210
ENSG00000237001,23453
ENSG00000132975,5237132
ENSG00000230256,304
ENSG00000283579,2320
ENSG00000223782,256
ENSG00000218198,3147
ENSG00000152484,55595129
ENSG00000278496,23638
ENSG00000232162,7388
ENSG00000230641,56565
ENSG00000275294,188937
ENSG00000234772,43342
ENSG00000122026,454556695
ENSG00000207500,16721
ENSG00000207051,281222
ENSG00000122035,16230194
ENSG00000252247,48
ENSG00000229609,11737
ENSG00000201242,184
ENSG00000122034,70019907
ENSG00000122033,35399627
ENSG00000252499,121
ENSG00000139517,15755916
ENSG00000186184,77101227
ENSG00000273552,170283
ENSG00000226703,792
ENSG00000169840,67736
ENSG00000207330,97
ENSG00000247381,24228
ENSG00000139515,358496
ENSG00000180389,211310
ENSG00000260704,285023
ENSG00000165556,4412566
ENSG00000183463,576753
ENSG00000242360,12680
ENSG00000122025,3082531
ENSG00000271026,958
ENSG00000235115,16421
ENSG00000261485,2349541
ENSG00000152520,56948157
ENSG00000232587,109727
ENSG00000200840,1535
ENSG00000102755,87589817
ENSG00000279393,285082
ENSG00000235472,29619
ENSG00000273964,49
ENSG00000132963,66397190
ENSG00000139508,20923657
ENSG00000202237,4329
ENSG00000233588,146004
ENSG00000277227,291
ENSG00000236339,381
ENSG00000132938,11804662
ENSG00000236758,19339
ENSG00000223460,31423
ENSG00000270680,5762
ENSG00000179141,134179
ENSG00000139514,62981221
ENSG00000122042,71270159
ENSG00000278172,291
ENSG00000236258,496
ENSG00000224329,1332
ENSG00000224405,4227
ENSG00000122043,32264
ENSG00000266505,3071
ENSG00000224511,254368
ENSG00000232117,334707
ENSG00000279499,110414
ENSG00000102781,26226314
ENSG00000252928,217
ENSG00000215049,12724
ENSG00000236463,65944
ENSG00000238121,1355331
ENSG00000279149,377153
ENSG00000225039,90549
ENSG00000236444,585141
ENSG00000189403,230361367
ENSG00000213411,706134
ENSG00000232489,232417
ENSG00000224117,17549
ENSG00000132952,31016255
ENSG00000275788,235
ENSG00000132965,47693565
ENSG00000237879,174517
ENSG00000224743,1519171
ENSG00000236094,37390
ENSG00000102802,55252798
ENSG00000175664,1115723
ENSG00000238185,37143
ENSG00000230403,29513
ENSG00000231894,1728
ENSG00000120694,114992523
ENSG00000187676,13965455
ENSG00000229427,64809
ENSG00000278305,4877
ENSG00000277319,2273
ENSG00000133105,193454
ENSG00000229715,287427
ENSG00000279314,570316
ENSG00000278732,2918
ENSG00000235822,776
ENSG00000237637,70525
ENSG00000073910,68578136
ENSG00000189167,43188
ENSG00000139618,3901758
ENSG00000215515,45534
ENSG00000139597,32637669
ENSG00000244754,92991071
ENSG00000229800,73538
ENSG00000281026,10520401
ENSG00000083642,39145125
ENSG00000207325,10847
ENSG00000277151,683916
ENSG00000226968,2496
ENSG00000227604,727
ENSG00000133116,5252024
ENSG00000133121,48961144
ENSG00000230300,44017
ENSG00000236581,627924
ENSG00000227911,57318
ENSG00000277386,86547
ENSG00000230490,236737
ENSG00000234535,69194
ENSG00000232986,7184
ENSG00000133119,8903999
ENSG00000252397,542
ENSG00000276672,1219240
ENSG00000280431,19271
ENSG00000227254,1176
ENSG00000199196,31
ENSG00000278477,539
ENSG00000271850,27309
ENSG00000225179,5419
ENSG00000271901,4816
ENSG00000231910,2277
ENSG00000273886,161
ENSG00000261728,255569
ENSG00000172915,29136255
ENSG00000232795,30108
ENSG00000234835,47874
ENSG00000180660,4991078
ENSG00000236036,89964
ENSG00000133083,50662936
ENSG00000120669,1445144
ENSG00000242715,2505106
ENSG00000207203,37
ENSG00000133104,80226091
ENSG00000120664,397493
ENSG00000133101,4867811
ENSG00000223383,65
ENSG00000180440,3896256
ENSG00000235306,4629
ENSG00000223543,3116
ENSG00000215486,114712
ENSG00000271337,4087
ENSG00000133111,7318708
ENSG00000120693,29335575
ENSG00000236711,194032
ENSG00000228825,1661
ENSG00000232378,2097
ENSG00000226161,31886
ENSG00000120697,20531221
ENSG00000120699,17419724
ENSG00000102710,43515690
ENSG00000180138,298974
ENSG00000274549,7076
ENSG00000279511,40533
ENSG00000202395,3952
ENSG00000230283,2761
ENSG00000230390,24861
ENSG00000275226,21515
ENSG00000133110,90633345
ENSG00000133107,3126621
ENSG00000199276,83
ENSG00000274317,422791
ENSG00000228036,13530
ENSG00000223685,151223
ENSG00000120686,67713409
ENSG00000279025,11293
ENSG00000236354,15863
ENSG00000229437,10978
ENSG00000234701,2015
ENSG00000150893,5892023
ENSG00000252795,53
ENSG00000225350,34701
ENSG00000225221,280
ENSG00000235550,2147
ENSG00000133115,301323
ENSG00000120685,40882510
ENSG00000188811,27779608
ENSG00000273507,178779
ENSG00000214823,3685
ENSG00000183722,100057975
ENSG00000133103,22236755
ENSG00000264171,381
ENSG00000200526,284
ENSG00000224351,998
ENSG00000270444,163
ENSG00000212553,10
ENSG00000215483,3556223
ENSG00000230710,36516
ENSG00000271429,6468
ENSG00000207458,1033
ENSG00000252812,1009
ENSG00000150907,80881871
ENSG00000229456,84739
ENSG00000211491,21
ENSG00000102738,14684109
ENSG00000277794,51463
ENSG00000102743,4084242
ENSG00000207652,55119
ENSG00000168852,1011057
ENSG00000176268,326044
ENSG00000239827,193022
ENSG00000120690,62346301
ENSG00000229473,151773
ENSG00000120688,23017676
ENSG00000264226,136
ENSG00000244264,1277
ENSG00000165572,14928019
ENSG00000278390,451037
ENSG00000215482,66695
ENSG00000120696,8283423
ENSG00000225133,13717
ENSG00000120662,10490565
ENSG00000277662,307634
ENSG00000231404,3708
ENSG00000172766,23226567
ENSG00000223280,1770
ENSG00000214222,51876
ENSG00000205240,37655
ENSG00000234655,80670
ENSG00000215480,5810
ENSG00000102760,66936964
ENSG00000102763,27173259
ENSG00000284584,8355
ENSG00000241406,1581
ENSG00000206962,247
ENSG00000229696,6348
ENSG00000278338,143685
ENSG00000226093,183
ENSG00000102780,45066539
ENSG00000231530,49016
ENSG00000237263,60240
ENSG00000270809,8738
ENSG00000234213,23574
ENSG00000023516,78711575
ENSG00000283554,89139
ENSG00000233259,676
ENSG00000120659,445017
ENSG00000179813,1188143
ENSG00000271216,41603
ENSG00000229546,922
ENSG00000133106,10042232
ENSG00000238025,19259
ENSG00000120675,36398679
ENSG00000229928,17125
ENSG00000276569,7662
ENSG00000120658,6386383
ENSG00000232540,7636
ENSG00000238189,17170
ENSG00000233821,52673
ENSG00000270522,36530
ENSG00000151773,3283317
ENSG00000274001,97115
ENSG00000179630,12022094
ENSG00000280060,26770
ENSG00000233725,462619
ENSG00000179611,969524
ENSG00000226519,66631
ENSG00000227258,653380
ENSG00000139656,163016
ENSG00000235285,77830
ENSG00000276854,47622
ENSG00000230731,97588
ENSG00000277831,540401
ENSG00000151778,9624738
ENSG00000237361,314511
ENSG00000102804,318884680
ENSG00000225727,7615
ENSG00000278156,2955889
ENSG00000230793,157355
ENSG00000237585,17279
ENSG00000276527,92166
ENSG00000235097,294202
ENSG00000083635,7604751
ENSG00000133114,22608271
ENSG00000265802,96599
ENSG00000223732,6956
ENSG00000223341,696
ENSG00000188342,24072396
ENSG00000271818,1925
ENSG00000277358,2249
ENSG00000180332,3351428
ENSG00000270381,2176
ENSG00000133112,1566349244
ENSG00000199477,1247
ENSG00000273149,1004379
ENSG00000170919,17280245
ENSG00000228886,31708
ENSG00000214455,2529773
ENSG00000174032,21976712
ENSG00000251015,97381
ENSG00000229303,10536
ENSG00000136152,38468538
ENSG00000165837,450571
ENSG00000200709,114
ENSG00000232786,1256
ENSG00000228869,1520
ENSG00000235366,383666
ENSG00000237876,3419
ENSG00000174015,3072594
ENSG00000274357,201
ENSG00000215475,1079917
ENSG00000123200,80479008
ENSG00000235903,1048758
ENSG00000080618,6306203
ENSG00000278937,2020352
ENSG00000136167,220055267
ENSG00000240767,4039
ENSG00000173988,631815
ENSG00000252854,10892
ENSG00000251106,3907
ENSG00000261097,26224
ENSG00000102445,10056900
ENSG00000223336,9577
ENSG00000252385,164
ENSG00000231817,568586
ENSG00000227019,32040
ENSG00000277228,2250
ENSG00000205105,19394
ENSG00000230243,719
