ensg,abundance
ENSG00000250409,4659
ENSG00000221287,123
ENSG00000280104,2579
ENSG00000279197,25623
ENSG00000251243,496
ENSG00000249073,1703
ENSG00000113583,37751856
ENSG00000213585,171434446
ENSG00000271737,741137
ENSG00000271128,2543
ENSG00000081059,11643332
ENSG00000113558,274119146
ENSG00000113575,116685173
ENSG00000266751,0
ENSG00000270177,319265
ENSG00000239615,3201
ENSG00000006837,3215231
ENSG00000119048,77682027
ENSG00000279469,151753
ENSG00000248559,108115
ENSG00000237190,16117627
ENSG00000243648,47680
ENSG00000250564,43753
ENSG00000250994,45286
ENSG00000207222,432
ENSG00000251169,296112
ENSG00000240250,11419
ENSG00000280420,64337
ENSG00000043143,57695449
ENSG00000152700,65506135
ENSG00000207459,765
ENSG00000113615,33176599
ENSG00000201298,1479
ENSG00000222266,3773
ENSG00000164615,46200449
ENSG00000145833,63687111
ENSG00000241179,4373
ENSG00000181904,52249748
ENSG00000270892,2844
ENSG00000113621,51368190
ENSG00000132570,8851514
ENSG00000279799,628558
ENSG00000244921,558028
ENSG00000249119,710217
ENSG00000248923,1215965
ENSG00000247627,10250805
ENSG00000198868,347024
ENSG00000249192,19312
ENSG00000152705,1162137
ENSG00000069011,53866588
ENSG00000224186,8176844
ENSG00000277619,285923
ENSG00000249082,1556783
ENSG00000248753,5688
ENSG00000248482,19126
ENSG00000249647,25070
ENSG00000113648,111191925
ENSG00000270021,2643843
ENSG00000251380,0
ENSG00000255833,178727
ENSG00000249639,42164
ENSG00000181965,19370
ENSG00000250167,158488
ENSG00000145824,163292102
ENSG00000251045,30713
ENSG00000223539,994
ENSG00000265924,123
ENSG00000250378,402707
ENSG00000145832,4614264
ENSG00000145839,31156
ENSG00000254239,112401
ENSG00000253927,10054
ENSG00000145826,620005
ENSG00000164616,443493
ENSG00000120708,292484296
ENSG00000270123,2
ENSG00000164621,7252
ENSG00000113658,59769288
ENSG00000271824,1001248
ENSG00000069018,137699
ENSG00000248211,19940
ENSG00000250947,1812
ENSG00000279240,1297
ENSG00000248351,336
ENSG00000213568,6025
ENSG00000249803,10105
ENSG00000250284,54289
ENSG00000248616,1947
ENSG00000222285,122
ENSG00000152377,88857927
ENSG00000146021,32037827
ENSG00000216009,253
ENSG00000177733,127597064
ENSG00000270697,46952
ENSG00000226306,7183335
ENSG00000250159,633359
ENSG00000120729,48151224
ENSG00000078795,495202
ENSG00000031003,42459099
ENSG00000246323,140753
ENSG00000250260,28520
ENSG00000222924,368
ENSG00000061492,113668
ENSG00000112981,4439397
ENSG00000212460,5812
ENSG00000199880,1041
ENSG00000112983,72418895
ENSG00000112984,5720234
ENSG00000094880,25900145
ENSG00000146013,6730145
ENSG00000249851,2168
ENSG00000158402,1552195
ENSG00000120709,56209402
ENSG00000120733,99083254
ENSG00000132563,35857509
ENSG00000271196,3042
ENSG00000120738,374980205
ENSG00000241458,73338
ENSG00000120705,117427409
ENSG00000113013,232532542
ENSG00000222937,752
ENSG00000206989,228
ENSG00000044115,334875824
ENSG00000232174,4089
ENSG00000238745,112
ENSG00000253404,195760
ENSG00000146006,5147501
ENSG00000120725,32226721
ENSG00000201532,1690
ENSG00000249593,101783
ENSG00000242683,8070
ENSG00000252533,30
ENSG00000281398,1784975
ENSG00000252213,4244
ENSG00000200959,19795
ENSG00000015479,7764914
ENSG00000199545,8234
ENSG00000253015,6581
ENSG00000120727,46570412
ENSG00000170482,2020160
ENSG00000170476,8165420
ENSG00000228672,15105244
ENSG00000170469,3594040
ENSG00000170464,25133314
ENSG00000200378,10944
ENSG00000249751,18272722
ENSG00000283288,108972
ENSG00000184584,52990363
ENSG00000249689,638
ENSG00000249215,9245
ENSG00000131508,80241010
ENSG00000207020,475
ENSG00000275506,42780
ENSG00000272255,108566
ENSG00000171604,58356174
ENSG00000250635,43353
ENSG00000249526,34844
ENSG00000200756,718
ENSG00000249131,181182
ENSG00000251387,28861
ENSG00000271792,72
ENSG00000146005,23953072
ENSG00000158458,5949508
ENSG00000250692,46452
ENSG00000207317,338
ENSG00000245146,2901959
ENSG00000185129,43846389
ENSG00000182700,35791569
ENSG00000254363,353732
ENSG00000120306,68167735
ENSG00000250069,237094
ENSG00000113068,45324384
ENSG00000113070,34366784
ENSG00000253965,53312
ENSG00000113073,831670
ENSG00000249637,319346
ENSG00000222790,2800
ENSG00000131503,134464767
ENSG00000200051,88
ENSG00000213523,37227057
ENSG00000243056,17807697
ENSG00000113108,47405008
ENSG00000283717,3412
ENSG00000176087,85206795
ENSG00000283602,573216
ENSG00000200235,6673
ENSG00000251453,52258
ENSG00000240518,2642
ENSG00000170458,61684784
ENSG00000131495,26990514
ENSG00000113119,13513708
ENSG00000113141,103876161
ENSG00000284325,0
ENSG00000120314,29770035
ENSG00000170445,61151816
ENSG00000112855,36279055
ENSG00000146007,67377474
ENSG00000199990,2823
ENSG00000202111,1593
ENSG00000202515,6748
ENSG00000250515,226
ENSG00000248106,1579
ENSG00000204970,392770
ENSG00000204969,404550
ENSG00000279726,2542
ENSG00000255408,696970
ENSG00000204967,463569
ENSG00000204965,293534
ENSG00000081842,417034
ENSG00000204963,302890
ENSG00000204962,130243
ENSG00000204961,221824
ENSG00000250120,1578553
ENSG00000249158,509868
ENSG00000251664,276402
ENSG00000278901,3415
ENSG00000239389,179081
ENSG00000248383,395885
ENSG00000279028,3
ENSG00000243232,1328384
ENSG00000279047,132938
ENSG00000171815,208229
ENSG00000279558,2940
ENSG00000112852,2144092
ENSG00000272154,165887
ENSG00000113205,1442572
ENSG00000272108,605830
ENSG00000081818,6496623
ENSG00000113209,3129256
ENSG00000113211,1925926
ENSG00000255622,352391
ENSG00000280336,66463
ENSG00000113212,2937220
ENSG00000120322,668637
ENSG00000272674,3918234
ENSG00000279068,16454
ENSG00000177839,1788369
ENSG00000279375,113930
ENSG00000120324,3025640
ENSG00000197479,2420114
ENSG00000120328,2366940
ENSG00000187372,3139994
ENSG00000120327,8804704
ENSG00000146001,1080032
ENSG00000262096,275983
ENSG00000280029,8514
ENSG00000113248,7829415
ENSG00000277795,147452
ENSG00000178913,98835929
ENSG00000120329,301059
ENSG00000272070,1530496
ENSG00000204956,1140397
ENSG00000081853,4189956
ENSG00000254245,2072270
ENSG00000254221,786046
ENSG00000262576,1952639
ENSG00000253910,2022277
ENSG00000253485,2101172
ENSG00000262209,1188894
ENSG00000253731,4455411
ENSG00000253537,1765052
ENSG00000253953,1702053
ENSG00000253767,412052
ENSG00000276547,3594116
ENSG00000261934,2472350
ENSG00000253305,4189352
ENSG00000253846,2732380
ENSG00000254122,6710380
ENSG00000253873,2429550
ENSG00000248449,366703
ENSG00000253159,4654740
ENSG00000276545,194098
ENSG00000273557,25957
ENSG00000240184,29851593
ENSG00000242020,22446
ENSG00000242419,2116209
ENSG00000240764,2956316
ENSG00000131504,139845024
ENSG00000246422,166797
ENSG00000240974,14412
ENSG00000228737,288508
ENSG00000171720,45305072
ENSG00000164620,5946209
ENSG00000197948,30747654
ENSG00000120318,41329167
ENSG00000278925,334178
ENSG00000156453,47612356
ENSG00000226040,113909
ENSG00000081791,85838658
ENSG00000113555,15613207
ENSG00000271871,584695
ENSG00000013561,48312876
ENSG00000254099,2633
ENSG00000113552,33100498
ENSG00000250347,10268
ENSG00000131507,138473421
ENSG00000280047,2622309
ENSG00000187678,47936440
ENSG00000281881,94021
ENSG00000231185,177726
ENSG00000225147,987
ENSG00000113578,64790956
ENSG00000261757,159590
ENSG00000236714,783816
ENSG00000145819,56242286
ENSG00000226272,157434
ENSG00000230789,47006
ENSG00000113580,79111925
ENSG00000231579,61241
ENSG00000279679,11080
ENSG00000279130,75365
ENSG00000249429,2269
ENSG00000253023,10
ENSG00000251205,6927
ENSG00000249881,3951
ENSG00000266478,32
ENSG00000225869,4419
ENSG00000158497,26488
ENSG00000239390,206
ENSG00000145817,32946330
ENSG00000183775,4708994
ENSG00000249605,2515
ENSG00000250972,890
ENSG00000213488,620
ENSG00000201423,196
ENSG00000249229,1298
ENSG00000251031,5224
ENSG00000215325,69608
ENSG00000250842,33413
ENSG00000248125,25869
ENSG00000186314,2282303
ENSG00000249363,89111
ENSG00000204928,103990
ENSG00000156463,50802204
ENSG00000248493,11238
ENSG00000173261,648652
ENSG00000251556,75772
ENSG00000133706,94801041
ENSG00000239602,10096
ENSG00000239317,7521
ENSG00000091009,29396737
ENSG00000238374,8
ENSG00000250025,9889
ENSG00000091010,51719
ENSG00000271724,1040
ENSG00000248842,560
ENSG00000113649,74208101
ENSG00000277568,12417
ENSG00000173250,61919
ENSG00000250407,3374
ENSG00000156475,28458851
ENSG00000241291,917
ENSG00000248568,67697
ENSG00000249553,7394
ENSG00000250343,431014
ENSG00000169302,10266132
ENSG00000113657,225210173
ENSG00000272239,60745
ENSG00000280780,27314
ENSG00000176049,9449144
ENSG00000164266,90810233
ENSG00000249518,4791
ENSG00000164265,4045664
ENSG00000178776,3967562
ENSG00000248362,306626
ENSG00000251320,593777
ENSG00000250346,36707
ENSG00000133710,147954937
ENSG00000196800,3405
ENSG00000178172,233730
ENSG00000249503,2305
ENSG00000248109,36514
ENSG00000214510,212489
ENSG00000247199,399292
ENSG00000249834,32100
ENSG00000145879,7894828
ENSG00000204909,40749
ENSG00000283653,330
ENSG00000145868,39771194
ENSG00000274799,7959
ENSG00000251330,104119
ENSG00000164270,1008378
ENSG00000253297,33303
ENSG00000169252,13994600
ENSG00000169247,6729429
ENSG00000272411,62901
ENSG00000251842,56
ENSG00000207714,150
ENSG00000250072,268272
ENSG00000200161,1378
ENSG00000173210,89529790
ENSG00000248647,16257
ENSG00000253406,286915
ENSG00000157510,29104688
ENSG00000164284,17385302
ENSG00000253618,54558
ENSG00000145882,14562136
ENSG00000127743,1610235
ENSG00000253865,119092
ENSG00000249669,260667506
ENSG00000276365,160428
ENSG00000113712,213187758
ENSG00000241112,306811
ENSG00000183111,47819802
ENSG00000222213,899
ENSG00000221043,3316
ENSG00000242928,11096
ENSG00000155846,18438367
ENSG00000199047,166
ENSG00000132915,1131297
ENSG00000251583,123966
ENSG00000200334,181
ENSG00000155850,47142285
ENSG00000164296,4709178
ENSG00000113716,59760722
ENSG00000248696,12588
ENSG00000241907,101002
ENSG00000182578,44865521
ENSG00000214485,1742666
ENSG00000199409,467
ENSG00000113721,301772198
ENSG00000113722,4440329
ENSG00000011083,9979159
ENSG00000070808,120698156
ENSG00000183876,2901997
ENSG00000070814,55703515
ENSG00000019582,773049487
ENSG00000164587,554238639
ENSG00000254333,91945
ENSG00000070614,132531569
ENSG00000171992,390320082
ENSG00000253852,44214
ENSG00000164591,8477007
ENSG00000086589,40805013
ENSG00000132912,63799473
ENSG00000256235,47672070
ENSG00000237693,118434
ENSG00000145908,10650592
ENSG00000197083,7860134
ENSG00000274235,5007
ENSG00000277866,9801
ENSG00000211445,1532539508
ENSG00000145901,149293295
ENSG00000197043,263820009
ENSG00000254298,26760
ENSG00000198624,137960179
ENSG00000196743,62685200
ENSG00000186334,358065
ENSG00000186335,5965128
ENSG00000270904,34214
ENSG00000253897,23707
ENSG00000253472,1772
ENSG00000271494,10169
ENSG00000123643,28489135
ENSG00000200227,2103
ENSG00000086570,56883421
ENSG00000271795,2200264
ENSG00000276622,259
ENSG00000260581,841509
ENSG00000113140,1142282183
ENSG00000249035,189341
ENSG00000222102,2674
ENSG00000272112,717197
ENSG00000177556,28014972
ENSG00000253921,80158
ENSG00000213433,631268
ENSG00000275765,1510749
ENSG00000145907,115575258
ENSG00000145888,77756
ENSG00000270978,33290
ENSG00000222308,529
ENSG00000254226,652418
ENSG00000132911,249315
ENSG00000242080,178
ENSG00000249484,85967
ENSG00000155511,24739786
ENSG00000242976,420
ENSG00000251183,3800
ENSG00000261382,22648
ENSG00000055147,21607903
ENSG00000037749,12315201
ENSG00000164574,51485880
ENSG00000245275,638978
ENSG00000253119,17460
ENSG00000221430,356
ENSG00000241963,1210
ENSG00000164576,48613938
ENSG00000113196,3718250
ENSG00000254293,20075
ENSG00000253886,16208
ENSG00000253146,6449
ENSG00000264760,25
ENSG00000221552,341
ENSG00000274472,250
ENSG00000155506,198736011
ENSG00000272197,4254
ENSG00000241187,7252
ENSG00000170271,64152591
ENSG00000277039,129160
ENSG00000263361,9299
ENSG00000155508,63748946
ENSG00000082516,24499241
ENSG00000082515,16142985
ENSG00000253261,289
ENSG00000226650,279944
ENSG00000253646,878
ENSG00000271477,1282
ENSG00000270442,5606
ENSG00000200275,804
ENSG00000170624,32241350
ENSG00000253370,414
ENSG00000254163,8262
ENSG00000199468,27
ENSG00000231989,841316
ENSG00000145850,2020583
ENSG00000270560,8811
ENSG00000113249,212511
ENSG00000135077,9456564
ENSG00000254246,8674
ENSG00000155868,10104631
ENSG00000170613,1672105
ENSG00000113263,7000756
ENSG00000253980,20846
ENSG00000253653,20626
ENSG00000055163,88573335
ENSG00000172568,2560178
ENSG00000251405,1194062
ENSG00000248544,665212
ENSG00000135074,34957398
ENSG00000253155,1032
ENSG00000172548,15210216
ENSG00000253519,63273
ENSG00000252068,176
ENSG00000254336,5171
ENSG00000039600,4345285
ENSG00000187658,525677
ENSG00000253798,939189
ENSG00000113272,11123933
ENSG00000155858,14342464
ENSG00000253630,10422
ENSG00000113282,77736285
ENSG00000206819,1025
ENSG00000244331,7038
ENSG00000222626,223
ENSG00000253743,2191
ENSG00000213414,14040
ENSG00000253422,491
ENSG00000253792,770
ENSG00000253673,2582
ENSG00000254047,538
ENSG00000253449,1943
ENSG00000253424,4302
ENSG00000253134,702
ENSG00000276778,62534
ENSG00000254350,14531
ENSG00000272085,5241
ENSG00000254135,88971
ENSG00000164330,36290299
ENSG00000253811,10786
ENSG00000253456,7374
ENSG00000245812,2248260
ENSG00000279204,2252217
ENSG00000145860,80732629
ENSG00000253256,10790
ENSG00000253315,20774
ENSG00000252458,278
ENSG00000164332,27245130
ENSG00000249738,168777
ENSG00000113302,100317
ENSG00000221601,308
ENSG00000253298,9986
ENSG00000283413,52510
ENSG00000254199,28881
ENSG00000253311,39205
ENSG00000170214,3700471
ENSG00000248626,116490
ENSG00000199398,1536
ENSG00000113312,43939700
ENSG00000223908,30666
ENSG00000170234,21297052
ENSG00000170231,7050157
ENSG00000247699,229846
ENSG00000253772,20324
ENSG00000135083,10164667
ENSG00000254373,78916
ENSG00000270612,1457
ENSG00000145861,4639814
ENSG00000221886,8265699
ENSG00000164609,47806842
ENSG00000164611,9883421
ENSG00000253522,2439559
ENSG00000265237,6
ENSG00000118322,11921708
ENSG00000253687,21842
ENSG00000254391,12533
ENSG00000253417,65881
ENSG00000145864,16125374
ENSG00000145863,9165224
ENSG00000253403,3883
ENSG00000118990,9467
ENSG00000022355,13825219
ENSG00000280776,130680
ENSG00000113327,12772924
ENSG00000254173,7318
ENSG00000201474,93
ENSG00000254186,24269
ENSG00000254351,195
ENSG00000250061,36159
ENSG00000249449,148
ENSG00000250114,453
ENSG00000113328,75104837
ENSG00000170584,22066123
ENSG00000072571,4661605
ENSG00000251018,51181
ENSG00000038274,59420888
ENSG00000224012,9368
ENSG00000251998,8
ENSG00000273569,988
ENSG00000271679,73
ENSG00000253331,817
ENSG00000253538,1024
ENSG00000241956,135112
ENSG00000253236,59986
ENSG00000206845,6
ENSG00000254066,150942
ENSG00000253693,9320
ENSG00000252794,190
ENSG00000253512,3790
ENSG00000253946,384
ENSG00000254252,5220
ENSG00000254171,2674
ENSG00000229119,929283
ENSG00000254130,19158
ENSG00000253713,6268
ENSG00000253469,585
ENSG00000145934,18539196
ENSG00000254365,1717
ENSG00000254297,1393
ENSG00000253527,821
ENSG00000254187,142030
ENSG00000253357,39055
ENSG00000253660,21547
ENSG00000253947,2647
ENSG00000253065,190
ENSG00000253925,27413
ENSG00000279739,31745
ENSG00000253978,193763
ENSG00000113645,31583588
ENSG00000113643,44284540
ENSG00000188573,4270294
ENSG00000120137,63810003
ENSG00000199035,0
ENSG00000233913,6242243
ENSG00000254192,73948
ENSG00000184347,126556565
ENSG00000254042,402952
ENSG00000207739,1767
ENSG00000202345,639
ENSG00000248965,11743
ENSG00000279752,34900
ENSG00000248222,348568
ENSG00000207619,88
ENSG00000206614,26
ENSG00000040275,10204627
ENSG00000134516,30325235
ENSG00000253269,26883
ENSG00000204767,961237
ENSG00000263831,29
ENSG00000168269,983320
ENSG00000253219,2008
ENSG00000249601,462252
ENSG00000234511,2956663
ENSG00000043462,26890776
ENSG00000250274,70474
ENSG00000235172,146105
ENSG00000182132,5176203
ENSG00000145936,54866600
ENSG00000253647,181044
ENSG00000253858,42272
ENSG00000253591,44206
ENSG00000253348,86828
ENSG00000094755,12215687
ENSG00000204764,4981620
ENSG00000244501,1133
ENSG00000253966,45726
ENSG00000253213,51271
ENSG00000275038,259189
ENSG00000164438,770144
ENSG00000213393,1068
ENSG00000265740,387
ENSG00000254256,5579
ENSG00000206909,570
ENSG00000254012,39577
ENSG00000264249,85
ENSG00000181163,366366278
ENSG00000156427,2221994
ENSG00000253110,5492
ENSG00000185662,290109
ENSG00000072803,63087902
ENSG00000072786,63192074
ENSG00000214360,149161
ENSG00000168246,25981125
ENSG00000212529,798
ENSG00000253218,19893
ENSG00000174705,73876732
ENSG00000254299,13399
ENSG00000280318,5777
ENSG00000214357,55870005
ENSG00000253683,270841
ENSG00000265160,1029
ENSG00000253445,4029
ENSG00000253295,166841
ENSG00000213386,143241
ENSG00000120129,698130971
ENSG00000253736,75868
ENSG00000206741,583
ENSG00000270243,1112
ENSG00000253628,146220
ENSG00000113719,162176972
ENSG00000204758,759516
ENSG00000254295,12093
ENSG00000037241,10692608
ENSG00000253785,104001
ENSG00000113732,123383876
ENSG00000254328,26910
ENSG00000212402,14599
ENSG00000207210,217
ENSG00000164463,54035103
ENSG00000253439,71661
ENSG00000253172,4691
ENSG00000113734,7752905
ENSG00000254200,12978
ENSG00000183072,8595639
ENSG00000201277,104
ENSG00000252169,185
ENSG00000113739,39371352
ENSG00000274994,72
ENSG00000199219,36
ENSG00000253968,28075
ENSG00000253141,67545
ENSG00000253768,68735
ENSG00000254164,52631
ENSG00000253955,670075
ENSG00000145919,40461993
ENSG00000253959,32226
ENSG00000253428,44296
ENSG00000253686,239200
ENSG00000254211,1308366
ENSG00000113742,69088546
ENSG00000185056,1102276
ENSG00000253109,4807
ENSG00000170091,56363446
ENSG00000253244,355
ENSG00000253447,183796
ENSG00000254011,7208
ENSG00000249722,1398
ENSG00000249306,1023984
ENSG00000213376,77050
ENSG00000249031,6991
ENSG00000250256,11168
ENSG00000248929,224
ENSG00000120149,2819471
ENSG00000251670,2089
ENSG00000266890,46
ENSG00000251144,54321
ENSG00000204754,14981
ENSG00000251122,3009
ENSG00000248293,1117
ENSG00000249403,84
ENSG00000248355,1984
ENSG00000184845,4251316
ENSG00000164466,34808991
ENSG00000270839,4726
ENSG00000222111,326
ENSG00000113749,34292716
ENSG00000200648,4174
ENSG00000145920,151265951
ENSG00000280068,77754
ENSG00000250820,13549
ENSG00000051596,7720223
ENSG00000250801,2868
ENSG00000272494,2023
ENSG00000250992,6266
ENSG00000248469,468762
ENSG00000182230,18905087
ENSG00000251458,67
ENSG00000251623,85473
ENSG00000283559,3072577
ENSG00000248596,689589
ENSG00000283235,1270511
ENSG00000270989,9916
ENSG00000170085,13992086
ENSG00000251667,182239
ENSG00000122203,88222245
ENSG00000250909,142964
ENSG00000251414,485557
ENSG00000175414,22687618
ENSG00000221464,644
ENSG00000048162,12394446
ENSG00000146066,38808716
ENSG00000175416,129863156
ENSG00000280139,228
ENSG00000113194,51172014
ENSG00000146083,64380838
ENSG00000074276,8099706
ENSG00000243959,29923
ENSG00000207420,368
ENSG00000169258,7995743
ENSG00000074317,42951279
ENSG00000266329,205
ENSG00000175766,504806
ENSG00000048140,34287347
ENSG00000248484,3916
ENSG00000251446,3796
ENSG00000248859,186968
ENSG00000113763,14840690
ENSG00000160883,44808143
ENSG00000087206,38544854
ENSG00000113761,14160200
ENSG00000251666,334897
ENSG00000160867,16741748
ENSG00000165671,76343453
ENSG00000240729,54548
ENSG00000270706,86326
ENSG00000169228,42968769
ENSG00000169230,29467592
ENSG00000213347,10855176
ENSG00000169223,90290250
ENSG00000239393,11884
ENSG00000169220,40597326
ENSG00000131183,1117191
ENSG00000196570,227679
ENSG00000131187,7763021
ENSG00000198055,43343219
ENSG00000246334,500043
ENSG00000131188,4930485
ENSG00000113758,100609065
ENSG00000279821,4584735
ENSG00000196923,196775183
ENSG00000248996,1378690
ENSG00000146094,41777704
ENSG00000183258,59061273
ENSG00000146067,123016045
ENSG00000272459,276964
ENSG00000184840,94279052
ENSG00000027847,21304786
